G_k,G_theta,PLRV_distortion,target_epsilon
2.12858141349646,0.886068109966384,0.7851166954994,6.89779006669003-3.32077416763773e-05i
2.12858141349646,0.890520713534054,0.789062005527035,7.17790549374948-3.23991335852634e-05i
2.12858141349646,0.894973317101724,0.79300731555467,7.49597826737962-3.16179207927731e-05i
2.12858141349646,0.899425920669395,0.796952625582305,7.85909642931067-3.08626849127693e-05i
2.12858141349646,0.903878524237065,0.80089793560994,8.09089151054679-7.56648339491194e-06i
2.12858141349646,0.908331127804735,0.804843245637576,8.33295706789142-7.39038430521746e-06i
2.12858141349646,0.912783731372405,0.808788555665211,8.61473012267633-7.21996190764801e-06i
2.12858141349646,0.917236334940076,0.812733865692846,8.94527398031544-7.05491776240883e-06i
2.12858141349646,0.921688938507746,0.816679175720481,9.33636959651671-6.8949550918866e-06i
2.12858141349646,0.926141542075416,0.820624485748116,9.80354873187256-6.73977336143885e-06i
2.19965652327481,0.833571927129787,0.694842157698866,5.33723705197443-6.97502001393296e-05i
2.19965652327481,0.837760730783705,0.698333826833031,5.42984968606897-6.78562000118343e-05i
2.19965652327481,0.841949534437624,0.701825495967197,5.5304335130692-6.60355102449804e-05i
2.19965652327481,0.846138338091542,0.705317165101362,5.63991333983801-6.42843917615381e-05i
2.19965652327481,0.850327141745461,0.708808834235527,5.75935053585818-6.25993306377455e-05i
2.19965652327481,0.854515945399379,0.712300503369692,5.88996776755319-6.09770207505585e-05i
2.19965652327481,0.858704749053298,0.715792172503857,6.03317908885648-5.94143476691744e-05i
2.19965652327481,0.862893552707216,0.719283841638023,6.19062674920784-5.79083736235289e-05i
2.19965652327481,0.867082356361135,0.722775510772188,6.36422648043428-5.64563233855008e-05i
2.19965652327481,0.871271160015053,0.726267179906353,6.55622355894356-5.50555708965293e-05i
2.19965652327481,0.875459963668972,0.729758849040518,6.76926266078967-5.37036264671161e-05i
2.19965652327481,0.87964876732289,0.733250518174683,7.00647550805844-5.23981243575376e-05i
2.19965652327481,0.883837570976809,0.736742187308848,7.27159165200697-5.11368105224607e-05i
2.19965652327481,0.888026374630728,0.740233856443013,7.56907960714392-4.99175302612098e-05i
2.19965652327481,0.892215178284646,0.743725525577179,7.9041878858495-1.22368333261299e-05i
2.19965652327481,0.896403981938565,0.747217194711344,8.09481715800489-1.19522248538209e-05i
2.19965652327481,0.900592785592483,0.750708863845509,8.31175789607197-1.16768368775758e-05i
2.19965652327481,0.904781589246402,0.754200532979674,8.55998799686757-1.14102279955991e-05i
2.19965652327481,0.90897039290032,0.757692202113839,8.84570544263366-1.11519700108334e-05i
2.19965652327481,0.913159196554239,0.761183871248004,9.1767021670227-1.09016440926481e-05i
2.19965652327481,0.917348000208157,0.76467554038217,9.56287774079879-1.06588361183608e-05i
2.27310489028352,0.785481233818293,0.616980768680709,4.4050696662296-0.000329006301122797i
2.27310489028352,0.789428375696777,0.620081174553476,4.47878516161174-0.000318875766658129i
2.27310489028352,0.793375517575261,0.623181580426243,4.55716306122997-0.000309186604849437i
2.27310489028352,0.797322659453745,0.626281986299011,4.64059549456-0.000299913920011573i
2.27310489028352,0.801269801332229,0.629382392171778,4.72951610017054-0.000291034515155223i
